id,name,level,hot,area,num,price,info,address,image_url
288,天安门城楼,,0.72,[北京·北京·东城区],6,59.0,杰出的建筑艺术和特殊的政治地位为世人瞩目,地址：北京市东城区天安门院内西侧,http://img1.qunarzz.com/sight/p27/201211/05/8bdb711fe94cf3c893835fbb.jpg_280x200_14479af6.jpg
289,故宫礼物,,0.0,[北京·北京·故宫],10,59.0,来自故宫的礼物,地址：北京市故宫内坤宁宫东基化门南侧故宫文化产品专卖店,http://img1.qunarzz.com/sight/p0/1801/bf/bfd58fbb6aec7a15a3.img.jpg_280x200_cd970208.jpg
290,司马台长城,4A景区,0.76,[北京·北京·密云县],1014,140.0,城墙依险峻山势而筑，以奇、特、险著称于世,地址：北京市密云县东北部的古北口镇境内,http://img1.qunarzz.com/sight/p0/1603/69/696406b990ae8cee90.water.jpg_280x200_fc84ecdd.jpg
291,北京大学,,0.78,[北京·北京·海淀区],212,2.0,蕴含深厚人文气息，近代高等教育的奠基者,地址：北京市海淀区颐和园路5号,http://img1.qunarzz.com/sight/p0/1411/70/f7da10c3d7a15345564ae37264a3290f.water.jpg_280x200_ab902a96.jpg
292,秦皇岛野生动物园,4A景区,0.7,[河北·秦皇岛·北戴河区],2022,100.0,与动物“零距离”接触的野生动物园,地址：河北省秦皇岛市北戴河区滨海大道中段,http://img1.qunarzz.com/sight/p0/1805/85/85c96c36663eeafea3.water.jpg_280x200_dfc3707b.jpg
293,泰晤士小镇,,0.0,[上海·上海·松江区],54,60.0,想去英国小镇？不用走远,地址：上海市松江区三新北路900弄,http://img1.qunarzz.com/sight/p0/1409/11/6f0b46c8408d04c17cdff0fe27b550ef.jpg_280x200_7744e40d.jpg
294,东平国家森林公园,4A景区,0.7,[上海·上海·崇明岛],526,58.1,在这里，你只需要深呼吸,地址：上海市崇明县北沿路2188号,http://img1.qunarzz.com/sight/p0/1506/16/f05ab7bbcbdf7b7fdee652843ebba2db.water.jpg_280x200_5e0970e8.jpg
295,大悦城屋顶摩天轮,,0.0,[上海·上海·闸北区],64,60.0,悬臂式屋顶摩天轮SKY RING,地址：上海市西藏北路166号上海大悦城北座楼顶,http://img1.qunarzz.com/sight/p0/1604/21/219fc64776b40b4490.img.jpg_280x200_b2523727.jpg
296,上海人民广场,,0.72,[上海·上海·黄浦区],250,2.2,融文化、绿化、美化为一体跨世纪活动中心,地址：中国上海黄浦区上海人民广场,http://img1.qunarzz.com/sight/p0/201310/08/fde0fbd156f10f40c8d65eac.jpg_280x200_41f5bd29.jpg
297,山口湖,3A景区,0.7,[黑龙江·黑河·五大连池],84,18.0,自然生态条件优越的独特风景区,地址：黑龙江省黑河五大连池市东50公里处,http://img1.qunarzz.com/sight/p47/201211/09/927daa1cdb24e51a93835fbb.jpg_280x200_d3619db8.jpg
298,上海博物馆,4A景区,0.76,[上海·上海·黄浦区],906,4.3,大型中国古代艺术博物馆，国内外享有盛誉,地址：上海市黄浦区人民大道201号,http://img1.qunarzz.com/sight/p0/201305/23/139b8243c5515e26c8d65eac.jpg_280x200_19d6fdd9.jpg
299,大港奥林匹克博物馆,3A景区,0.0,[天津·天津·滨海新区],0,0.0,国际奥委会批准的奥林匹克专题博物馆,地址：天津市滨海新区博物馆路236号,http://img1.qunarzz.com/sight/p0/201403/10/33eed9fe5ef1880189d3216e78ee4deb.jpg_280x200_4bdebe48.jpg
300,瞳艺3D艺术画展（天津馆）,,0.0,[天津·天津·南开区],0,0.0,3D魔幻错觉艺术馆,地址：天津市和平区和平路290号劝业场8楼,http://img1.qunarzz.com/sight/p0/201407/11/273955af6f16b669d69ce962b8cec6e8.jpg_280x200_8ea7324b.jpg
301,名仕达游泳馆,,0.0,[天津·天津·河西区],94,27.0,多功能复合高档私人健身好去处,地址：天津市河西区解放南路与湘江道交叉口名仕达花园小区内,http://img1.qunarzz.com/sight/p0/1706/e4/e4d4862e728ac981a3.img.jpg_280x200_517dd406.jpg
302,花漾年华牧场,,0.0,[天津·天津·西青区],64,20.0,集休闲、观光、旅游为一体,地址：天津市西青区大寺镇赛达国际工业城南400米,http://img1.qunarzz.com/sight/p0/1904/34/343dd1b80b08d79ca3.img.jpg_280x200_fbaab23a.jpg
303,天下盘山剧场,,0.0,[天津·天津·天津盘山风景名胜区],88,178.0,演绎一场超然脱俗的爱情故事，体现人性之美,地址：天津蓟县盘山风景区新山门北侧天下情山剧场,http://img1.qunarzz.com/sight/p0/1808/a4/a4c447bb1f0c44d8a3.img.jpg_280x200_6ba0de2e.jpg
304,天津观光巴士津游1号(观光5路),,0.0,[天津·天津·和平区],57,20.0,感受沿途的景点的风土人情、历史文化,地址：天津市和平区津湾广场站内松江路津湾广场站,http://img1.qunarzz.com/sight/p0/1904/fb/fbe01c2e160b4b7fa3.img.jpg_280x200_c6e2328f.jpg
305,天津文庙,,0.72,[天津·天津·南开区],60,880.0,天津市区保存较完整的大型明清建筑群,地址：天津市南开区东马路东门里2号,http://img1.qunarzz.com/sight/p0/201301/11/196280f8e8dd1fa293835fbb.jpg_280x200_f52e407f.jpg
306,玉佛禅寺,3A景区,0.0,[天津·天津·西青区],98,6.0,翠柏苍松，枝叶茂密，晨钟暮鼓，佛光普照,地址：天津市西青区辛口镇当城村南,http://img1.qunarzz.com/sight/p0/201301/18/5982142a5b4a1ea593835fbb.jpg_280x200_e601bddb.jpg
307,臻美汗蒸时代,,0.0,[天津·天津·滨海新区],63,23.0,大港首家纯韩式风格休闲汗蒸,地址：天津市滨海新区古林街津岐公路南41号,http://img1.qunarzz.com/sight/p0/1710/53/53a6aeec7d0c2631a3.img.jpg_280x200_aafb1ab2.jpg
308,海河外滩公园,,0.0,[天津·天津·滨海新区],30,98.0,华灯初上，彩灯闪烁，景色瑰丽壮观,地址：天津市滨海新区海河外滩公园,http://img1.qunarzz.com/sight/p0/201301/06/d7621081590c340393835fbb.jpg_280x200_099e8b40.jpg
309,天津水上公园,4A景区,0.8400000000000001,[天津·天津·南开区],68,60.0,大型综合性公园，是津门十景之一,地址：天津市南开区水上公园北路33号,http://img1.qunarzz.com/sight/p0/1603/aa/aaa5cd410de268e090.water.jpg_280x200_69b059a2.jpg
310,富韩生活服务馆,,0.0,[天津·天津·南开区],26,59.0,引领时尚前沿汗蒸文化，缔造休闲娱乐新典范,地址：天津市南开区南开三马路18号,http://img1.qunarzz.com/sight/p0/1901/49/49a495bc9d9dcafaa3.img.jpg_280x200_5db68a77.jpg
311,南开大学,,0.8400000000000001,[天津·天津·南开区],34,880.0,南开大学是已故总理周恩来的母校,地址：天津市南开区卫津路94号,http://img1.qunarzz.com/sight/p0/201403/07/450c92b8cb4484fe7641c66f03abdbbe.jpg_280x200_9cab62ab.jpg
312,五大道,4A景区,0.0,[天津·天津·和平区],114,2.0,具有罗马建筑风格,地址：天津市和平区睦南道,http://img1.qunarzz.com/sight/p0/201212/14/9eb932a909db769893835fbb.png_280x200_4db155ae.png
313,玉渡山,,0.7,[北京·北京·延庆县],338,55.0,延庆县城西北山中的玉渡山自然风景区,地址：北京市延庆县张山营镇玉皇庙村东,http://img1.qunarzz.com/sight/p0/1903/24/244bc6fae4825497a3.img.jpg_280x200_affb2cb5.jpg
314,十渡拒马河漂流,,0.0,[北京·北京·十渡风景区],44,30.0,景色秀丽，以河流宽阔、激流众多而闻名,地址：北京市房山区十渡风景区内,http://img1.qunarzz.com/sight/p0/201403/10/3938b10f8b6e8b5505462c41fb723bf8.jpg_280x200_cd407d2f.jpg
315,石花洞国家地质公园,4A景区,0.7,[北京·北京·房山区],36,64.4,探索北京的地下明珠,地址：北京市房山区河北镇南车营村,http://img1.qunarzz.com/sight/p0/1707/8c/8ce76d9fe2f3d483a3.img.jpg_280x200_bfe20970.jpg
316,健龙森俱乐部,,0.0,[北京·北京·通州区],52,50.0,北京地区大型体育健身俱乐部,地址：通州区滨河路108号,http://img1.qunarzz.com/sight/p0/1605/ea/ea00fe36c50ab04390.water.jpg_280x200_b371b56a.jpg
317,运河苑温泉水世界,,0.0,[北京·北京·通州区],68,90.0,泡温泉？不用走远,地址：北京市通州区宋庄镇白庙村,http://img1.qunarzz.com/sight/p0/1811/95/95d09cb382a6eb7a3.img.jpg_280x200_f8822566.jpg
318,西山国家森林公园,,0.72,[北京·北京·海淀区],148,9.0,真正有山有水的森林公园,地址：北京市海淀区香山南路和闵庄路交汇处向西300米,http://img1.qunarzz.com/sight/p0/1408/18/7de0993c0a62f90b4ebd5a5b15398df9.jpg_280x200_9a52a44d.jpg
319,中国地质博物馆,3A景区,0.7,[北京·北京·西城区],89,6.0,中国人自己建造的早期国立自然科学博物馆,地址：北京市西城区西四羊肉胡同15号（广济寺对面）,http://img1.qunarzz.com/sight/p0/1409/21/c27f29d84387ca1d78c34d821034f66b.jpg_280x200_def92187.jpg
320,北京乐多港奇幻乐园,4A景区,0.0,[北京·北京·昌平区],346,98.0,体验奇幻神奇而不可预知的星际之旅,地址：北京市昌平区邓庄村西,http://img1.qunarzz.com/sight/p0/1608/5c/5c30160572493ba9a3.water.jpg_280x200_75acd802.jpg
321,前门老北京影戏馆,,0.0,[北京·北京·东城区],74,158.0,正在消逝的北京皮影,地址：北京市东城区前门大街东侧，鲜鱼口斜街内100米（北京手工艺术珍品馆内）,http://img1.qunarzz.com/sight/p0/1409/02/be5f6851693c1a8c5540a7caddac620e.jpg_280x200_ed8d6243.jpg
322,国子监,4A景区,0.74,[北京·北京·东城区],6,56.0,一所古代中央公办大学建筑,地址：北京市东城区安定门内国子监街13号,http://img1.qunarzz.com/sight/p0/1602/38/384b964bd06d6b5490.water.jpg_280x200_96014d17.jpg
323,奥林匹克公园,5A景区,0.74,[北京·北京·朝阳区],8,57.0,感受2008北京奥运的辉煌,地址：北京市朝阳区天辰东路11号,http://img1.qunarzz.com/sight/p0/1501/78/78097c1f08f1a902.water.jpg_280x200_a0513ef5.jpg
324,798艺术区,,0.72,[北京·北京·朝阳区],72,36.0,文化艺术资源独特，感受时尚艺术的熏陶,地址：北京市朝阳区东北部酒仙桥718大院内,http://img1.qunarzz.com/sight/p0/1602/49/4973d78119c913fe90.water.jpg_280x200_c6ff1ac0.jpg
325,荷花市场,,0.0,[北京·北京·西城区],72,45.0,北京平民消夏胜地,地址：北京市西城区什刹海茶艺酒吧街,http://img1.qunarzz.com/sight/p0/201301/17/413e29e3905e781e93835fbb.png_280x200_cb68dca5.png
326,老舍茶馆,3A景区,0.7,[北京·北京·西城区],60,0.1,汇聚京剧、曲艺、杂技、变脸等特色民族艺术,地址：北京市西城区前门西大街正阳市场三号楼老舍茶馆,http://img1.qunarzz.com/sight/p0/1710/7a/7a138071fb460e73a3.img.jpg_280x200_f3642211.jpg
327,前门大街,3A景区,0.8,[北京·北京·东城区],302,115.0,北京著名商业街,地址：北京市东城区（原崇文区）前门,http://img1.qunarzz.com/wugc/p50/201308/08/46794cf970fa2e2693835fbb.jpg_280x200_65eff561.jpg
328,野三坡百里峡,5A景区,0.8800000000000001,[河北·保定·野三坡],1050,65.0,野三坡著名景点,地址：河北省保定市涞水县野三坡镇苟各庄村,http://img1.qunarzz.com/sight/p0/1606/dc/dc60a37f5c0b59bf90.water.jpg_280x200_3e9dd482.jpg
329,上海名人蜡像馆,,0.0,[上海·上海·嘉定区],4,80.0,近距离接触蜡像的制作和亲自动手制作蜡像,地址：上海市嘉定区博园路5205号,http://img1.qunarzz.com/sight/p0/1701/87/87761450d838bb93a3.img.jpg_280x200_311ac1de.jpg
330,上海电影博物馆,,0.0,[上海·上海·徐汇区],114,57.0,生动演绎电影人和电影背后的故事,地址：上海市徐汇区漕溪北路595号(近南丹路),http://img1.qunarzz.com/sight/p0/1505/33/3337423f007dc07d.water.jpg_280x200_17167078.jpg
331,上海长风海洋世界,4A景区,0.7,[上海·上海·普陀区],2609,90.0,和奥莉一起看魔鬼鱼啦,地址：上海市普陀区大渡河路451号（长风公园4号门）,http://img1.qunarzz.com/sight/p0/1904/20/20dd895e78548b50a3.img.jpg_280x200_eed2ff2a.jpg
332,上海海昌海洋公园,,0.0,[上海·上海·浦东新区],4839,159.0,感受海洋公园乐趣,地址：上海市浦东新区南汇城银飞路166号,http://img1.qunarzz.com/sight/p0/1904/6e/6edffb73a665bc70a3.img.jpg_280x200_9d342f01.jpg
333,黑鱼湖,3A景区,0.0,[黑龙江·大庆·萨尔图区],80,8.0,欣赏原生态美景还可享用野生美味,地址：黑龙江省大庆市林甸县,http://img1.qunarzz.com/sight/p0/201403/10/3793d1167a3d20f03e8418459000583c.jpg_280x200_e513ab4d.jpg
334,上海海湾国家森林公园,4A景区,0.0,[上海·上海·奉贤区],364,61.0,近似自然形态的人工森林,地址：上海市奉贤区海湾镇随塘河路1677号,http://img1.qunarzz.com/sight/p0/1603/8b/8b12625615da783c90.water.jpg_280x200_3585aa34.jpg
335,天津义和团纪念馆,,0.0,[天津·天津·红桥区],0,0.0,义和团纪念馆坐落在芥园道与怡华路交口的吕祖堂内，位于天津红桥区如意庵大街何家胡同l8号。是清代供奉吕洞宾的道观。清光绪二,地址：天津市红桥区如意庵大街何家胡同18号,http://img1.qunarzz.com/sight/p0/201403/10/717a8117a44750967f9d86956cdd9a64.jpg_280x200_b9c4013b.jpg
336,和谐艺术团相声社,,0.0,[天津·天津·和平区],0,0.0,在这里感受相声的无限魅力,地址：天津市和平区荣业大街新文化花园金乐茶楼,http://img1.qunarzz.com/sight/p0/1409/10/74271e7752e988fa5aa5d3e706be7db3.jpg_280x200_ecdfa1d5.jpg
337,索亚风尚酒店温泉,,0.0,[天津·天津·河东区],33,128.0,营造出舒适惬意，悠然自得的生活境界,地址：天津市河东区津塘路与龙潭路交口,http://img1.qunarzz.com/sight/p0/201312/18/f2999b64e9d0ebeccf0635c4628cfeeb.png_280x200_5da6e7ff.png
338,北国高尔夫,,0.0,[天津·天津·河东区],79,55.0,新老高尔夫运动爱好者学习、提高球技的场所,地址：天津市河东区光华路2号二宫(新城市温泉俱乐部内),http://img1.qunarzz.com/sight/p0/1903/c3/c3efb73a7adc4dd2a3.img.jpg_280x200_364f4544.jpg
339,千尊玉佛寺,,0.7,[天津·天津·西青区],64,840.0,千尊玉佛寺占地面积一百八十亩。四园将建护城河一道，六米宽沿河道路，四米宽绿化带。主轴线建筑为山门，天王殿、千尊玉佛殿、玉,地址：天津市西青区辛口镇当城村,http://img1.qunarzz.com/sight/p0/201211/09/785ad454ff67410d93835fbb.jpg_280x200_aa241f50.jpg
340,星期六美式农场荷兰园,,0.0,[天津·天津·东丽区],90,20.0,多功能农场,地址：天津市东丽区津北公路9669号,http://img1.qunarzz.com/sight/p0/1903/96/96d3d41166962471a3.img.jpg_280x200_b7e9e709.jpg
341,天津市众博达彩弹射击场,,0.0,[天津·天津·东丽区],85,48.0,以推广军事文化为主题的俱乐部,地址：天津市东丽区东丽国防教育基地院内,http://img1.qunarzz.com/sight/p0/1501/c1/27976f4b9ce24dfe5598e839d5ce8d77.water.jpg_280x200_e8e1bb26.jpg
342,曹庄花卉市场,,0.7,[天津·天津·西青区],80,0.6,成为我市首屈一指的花乡，“香飘万里”,地址：天津市西青区外环线7号桥北,http://img1.qunarzz.com/sight/p10/201211/09/68e6290228eedb5693835fbb.jpg_280x200_517b8e83.jpg
343,天津热带植物观光园,4A景区,0.7,[天津·天津·西青区],12,89.0,独具特色，可与英国的“伊甸园”相媲美,地址：天津市西青区外环线七号桥北300米,http://img1.qunarzz.com/sight/p0/201401/20/7f46618dcfabc20589795bf6f54ba8ea.jpg_280x200_4fd287ea.jpg
344,丽水湖温泉休闲酒店,,0.0,[天津·天津·河北区],2,148.0,诠释天津沐浴休闲文化,地址：天津市河北区金纬路166号,http://img1.qunarzz.com/sight/p0/1610/6d/6d4d6dc0f9cd0049a3.img.jpg_280x200_ab6678c1.jpg
345,张园,,0.0,[天津·天津·和平区],16,20.0,清代两湖统制张彪的豪华宅院,地址：天津和平区鞍山道59号,http://img1.qunarzz.com/sight/p0/1503/31/318db17e58e1fc37.water.jpg_280x200_c0230a0a.jpg
346,南市食品街,,1.0,[天津·天津·和平区],94,70.0,有鲁迅描写的“咸亨酒店”,地址：天津市和平区南市商业圈,http://img1.qunarzz.com/sight/201312/05/b67e916d686beb57c8d65eac.jpg_280x200_52d3cb76.jpg
347,天津元升相声茶馆,,0.0,[天津·天津·南开区],168,59.0,品尝传统相声原汁原味，致敬经典,地址：天津市南开区鼓楼北街79号元升茶楼,http://img1.qunarzz.com/sight/p0/1411/61/613b174aeba8fa010b7bb72d8396b6d4.water.jpg_280x200_8561e566.jpg
348,浩泰冰上运动中心（天通苑店）,,0.0,[北京·北京·昌平区],2,45.0,大型冰上运动娱乐游戏中心，让您乐享其中,地址：北京市昌平区立汤路186号龙德广场4楼,http://img1.qunarzz.com/sight/p0/1412/44/b2357eb6852bc2b7fda2c08731cb580a.water.jpg_280x200_1f4258f9.jpg
349,西山温泉,,0.0,[北京·北京·海淀区],58,98.0,完美演绎京城汤泉的独有魅力,地址：北京市海淀区丰智东路13号(永丰路与北清路十字路口往南800米路东)(朗丽兹西山花园酒店、康福瑞假日酒店(西山店)),http://img1.qunarzz.com/sight/p0/1611/96/96c7b547622c8334a3.img.jpg_280x200_57344953.jpg
350,红螺寺,4A景区,0.7,[北京·北京·怀柔区],146,54.0, “寺古园林大，树古花气浓”,地址：北京市怀柔区怀柔镇卢庄村北红螺东路2号,http://img1.qunarzz.com/sight/p0/1508/54/da591101321c62dd5907d73611518434.water.jpg_280x200_ca6f69a2.jpg
351,奥林匹克森林公园,,0.0,[北京·北京·奥林匹克公园],41,0.1,山环水绕的东方特色园林景观,地址：北京市朝阳区安立路奥林匹克公园内,http://img1.qunarzz.com/sight/p29/201211/05/d3229a9a5492021593835fbb.jpg_280x200_79b86a6f.jpg
352,权品·权金城 沐浴连锁（良乡店）,,0.0,[北京·北京·房山区],10,89.0,散去疲劳，大快朵颐，尽在权金城金沙国际,地址：北京房山区良乡西路北大街10号,http://img1.qunarzz.com/sight/p0/1901/85/85f3034ae2819482a3.img.jpg_280x200_ee5c1f8e.jpg
353,孔庙和国子监博物馆,,0.0,[北京·北京·东城区],22,56.0,北京孔庙和国子监博物馆开馆2004年，长期“蜗居”在孔庙和国子监内的首图、首博陆续迁出。2005年，北京市委市政府拨款2,地址：北京市东城区安定门内国子监街13号,http://img1.qunarzz.com/sight/p0/1512/9d/9db9cb6d63fb257e90.water.jpg_280x200_4d21e811.jpg
354,德云社新街口剧场,,0.0,[北京·北京·西城区],59,100.0,酣畅淋漓的视听盛宴,地址：北京市西城区新街口北大街74号,http://img1.qunarzz.com/sight/p0/1711/56/565bd25774aaee46a3.img.jpg_280x200_af2be24d.jpg
355,金海湖风景区,4A景区,0.7,[北京·北京·平谷区],1198,32.0,峰峦叠翠，野卉生香，云影波光，美景如画,地址：北京市平谷区东南盘山脚下海子村,http://img1.qunarzz.com/sight/p0/1609/7a/7ae8ee7831836095a3.water.jpg_280x200_23e161e1.jpg
356,京东石林峡,4A景区,0.7,[北京·北京·平谷区],1370,58.0,谷内山峰挺立峭拔，天上美景落人间,地址：北京市平谷区黄松峪乡雕窝村73号,http://img1.qunarzz.com/sight/p0/1604/78/78873494f26e554090.water.jpg_280x200_2671981e.jpg
357,十渡风景区,4A景区,0.72,[北京·北京·房山区],1548,38.0,远离城市喧嚣，感受自然之美,地址：北京市房山区十渡镇十渡村,http://img1.qunarzz.com/sight/p0/1603/ad/ad84d5339c3a34f390.water.jpg_280x200_161f09c1.jpg
358,中国国家大剧院,,0.7,[北京·北京·西城区],80,20.0,鸟蛋！北京签到地,地址：北京市西城区西长安街2号,http://img1.qunarzz.com/sight/p0/1503/18/182e0de85faa2bc6.water.jpg_280x200_a37363e8.jpg
359,居庸关长城,4A景区,0.72,[北京·北京·昌平区],634,37.0,千年军事关口，地形险要，历史独特,地址：北京市昌平区南口镇居庸关长城,http://img1.qunarzz.com/sight/p0/201403/07/a8b6e52a35945520030dc6628984fb5d.jpg_280x200_4184f58e.jpg
360,野三坡,5A景区,1.0,[河北·保定·涞水县],464,65.0,北方的小桂林,地址：河北省保定市涞水县三坡镇,http://img1.qunarzz.com/sight/p0/1708/8f/8f50bbf5329f906ca3.img.jpg_280x200_07b0b66a.jpg
361,上海黄浦江游览（世博大道）,,0.0,[上海·上海·黄浦区],6,98.0,明星游船带你饱览浦江美景，享受奢华生活,地址：上海市黄浦区世博大道1200号奔驰文化中心B入口,http://img1.qunarzz.com/sight/p0/1501/8c/8c9e5798de0c09e6.water.jpg_280x200_ddacf246.jpg
362,上海JOYPOLIS乐园,,0.0,[上海·上海·普陀区],76,145.0,身临其境感受无与伦比的美感,地址：上海市普陀区中山北路3300号环球港4楼L4081,http://img1.qunarzz.com/sight/p0/1708/cb/cb33e1063ff84fdea3.water.jpg_280x200_5e273d84.jpg
363,上海风电科普馆,,0.0,[上海·上海·浦东新区],46,10.0,保护环境，从关注风电能源开始,地址：上海市浦东新区南汇东大路5366号,http://img1.qunarzz.com/sight/p0/201301/16/398964bb484c9f5c93835fbb.jpg_280x200_e05a7ba7.jpg
364,都市观光旅游巴士,,0.0,[上海·上海·黄浦区],212,37.0,随上随下，饱览上海城市风光,地址：上海市中山东一路391号“都市观光”外滩旅游服务中心,http://img1.qunarzz.com/sight/p0/1503/9c/9c300cdb29e36e72.water.jpg_280x200_33215408.jpg
365,太平湖鑫斯顿温泉,,0.0,[黑龙江·哈尔滨],10,48.0,温泉水属保健型碳酸盐温泉水,地址：黑龙江哈尔滨哈尔滨市太平湖鑫斯顿温泉,http://img1.qunarzz.com/sight/p0/1612/e3/e31f52717a6fc1c1a3.water.jpg_280x200_d81ec142.jpg
366,外滩观光隧道,,0.7,[上海·上海·黄浦区],528,40.0,具有迷幻色彩的魅力隧道,地址：上海市黄浦区中山东一路349号（陈毅广场向北70米）,http://img1.qunarzz.com/sight/p0/1408/21/623fa85345d2ff700bfe1f9bf70697f3.jpg_280x200_8c30be5e.jpg
367,龙泉山游乐园,,0.7,[天津·天津·蓟县],0,0.0,座落在天津市蓟县下营镇道古峪村西，距县城２公里。东西与黄崖关长城、清东陵串联成线；南北与九龙山、八仙山展开为面。龙泉山游,地址：天津市蓟县下营镇道古峪村西,http://img1.qunarzz.com/sight/p0/201403/07/325e8c4d8b036a2a2a1125e7dd79e342.jpg_280x200_4b6eec00.jpg
368,天津欢乐水魔方水上乐园,,0.0,[天津·天津·滨海新区],0,0.0,为游客带来前所未见的超凡感官体验,地址：天津市滨海新区芳菲路99号（永定新河桥右下）,http://img1.qunarzz.com/sight/p0/1507/31/29256db270b3253a021ffaa1aacdc9fe.water.jpg_280x200_861379a0.jpg
369,八仙山自然保护区,3A景区,0.72,[天津·天津·蓟县],108,36.0,丛林深谷、玉障清溪、林海波涛，物种丰富,地址：天津市蓟县下营镇小港村南,http://img1.qunarzz.com/sight/p0/201212/25/974ecd786faca41293835fbb.jpg_280x200_8863106c.jpg
370,广川温泉酒店,,0.0,[天津·天津·津南区],10,65.0,营业面积600平米，设有温泉汤池13个,地址：天津市津南区新城区中心位置南环路99号，天津大道旁（海河科技园出口处）,http://img1.qunarzz.com/sight/p0/1610/e5/e5aef8205be81cfea3.water.jpg_280x200_19a5befb.jpg
371,盛世澜湾温泉,,0.0,[天津·天津·静海县],64,66.0,高档享受，平民价位，悠闲生活，健康消费,地址：天津市静海县静海区旭华道与东方红路交口南800米,http://img1.qunarzz.com/sight/p0/1702/33/33751e667d65665ba3.img.jpg_280x200_122f31e4.jpg
372,御景温泉酒店,,0.0,[天津·天津·河西区],80,18.0,多功能一体的高星级商务酒店,地址：天津市河西区紫金山路67号,http://img1.qunarzz.com/sight/p0/1901/c1/c1a8f0df71b14cb5a3.img.jpg_280x200_47040351.jpg
373,东丽湖恒大世博国际温泉,,0.0,[天津·天津·东丽区],36,145.2,冷雾温泉新概念,地址：天津市东丽区东丽湖旅游度假区东丽大道1037号,http://img1.qunarzz.com/sight/p0/1609/c7/c7da8468bf7df69ea3.img.jpg_280x200_62f5af03.jpg
374,杨柳青木版年画博物馆,,0.0,[天津·天津·河西区],36,142.0,木版年画为主题的公益性展馆,地址：天津市河西区佟楼三合里111号,http://img1.qunarzz.com/sight/p0/1703/1e/1e6bd08b8b47e5fba3.water.jpg_280x200_0324f453.jpg
375,世豪汤泉,,0.0,[天津·天津·河北区],89,18.0,集洗浴、桑拿、健身、娱乐为一体的养生会馆,地址：天津市河北区万柳村大街1号,http://img1.qunarzz.com/sight/p0/1811/ba/ba2b9dbf3cdfb156a3.img.jpg_280x200_1e198699.jpg
376,天津自然博物馆,,0.7,[天津·天津·河西区],8,6.0,1953年在原北疆博物院基础上建立。建筑面积10716平方米，其中展厅面积2700平方米、生物学科的自然博物馆之一。馆藏,地址：天津市河西区马场道206号,http://img1.qunarzz.com/sight/p0/1503/7c/7cfefea6733e072d.water.jpg_280x200_da766815.jpg
377,天津博物馆,3A景区,0.74,[天津·天津·河西区],6,6.0,集收藏等措施为一体，天津标志性文化设施,地址：天津市河西区友谊路31号　　,http://img1.qunarzz.com/sight/p0/1503/40/4041c5b9b7f3851d.water.jpg_280x200_09104541.jpg
378,塘沽金街,,0.7,[天津·天津·滨海新区],20,99.0,被人们誉为“滨海新区金街”,地址：天津市滨海新区解放路塘沽金街,http://img1.qunarzz.com/sight/p31/201211/04/05cb7f414b2b3f9893835fbb.jpg_280x200_0ff09022.jpg
379,天津欢乐谷,4A景区,0.0,[天津·天津·东丽区],1604,50.9,这刺激！带你过瘾带你high,地址：天津市东丽区东丽湖旅游度假区东丽之光大道,http://img1.qunarzz.com/sight/p0/1703/76/76f0136dc779efdda3.img.jpg_280x200_d378b5d0.jpg
380,华夏名都温泉,,0.0,[北京·北京·朝阳区],43,219.0,中式华夏文化主题，温泉餐饮住宿高档享受,地址：北京市朝阳区北辰东路8号,http://img1.qunarzz.com/sight/p0/1501/3b/3bf88656aa4a4b0a.water.jpg_280x200_ceaf2f63.jpg
381,京东大溶洞,,0.7,[北京·北京·平谷区],114,18.0,畅游其间，神秘清幽，奇观绝景连绵不断,地址：北京市平谷区黄松峪乡黑豆峪村东侧,http://img1.qunarzz.com/sight/p0/1808/13/1363e4496f97605a3.img.jpg_280x200_3baf2959.jpg
382,游娱联盟-疯狂的麦咭,,0.0,[北京·北京],4,138.0,体验偶像同款密室,地址：朝阳高碑店路游娱联盟内(王四营乡政府对面),http://img1.qunarzz.com/sight/p0/1905/ef/ef9114e5bc12cd57a3.img.jpg_280x200_ca5b0856.jpg
383,北京欢乐谷金面王朝,,0.0,[北京·北京·北京欢乐谷],54,220.0,用舞台和灯光演绎一个旷世的浪漫爱情故事,地址：北京市朝阳区东四环小武基北路华侨城大剧院,http://img1.qunarzz.com/sight/p0/201403/13/e275c47723f7caca51a92389a5e5d2be.jpg_280x200_a39d3009.jpg
384,《功夫传奇》演出,,0.0,[北京·北京·东城区],4,128.0,瑰丽的舞台奇观，别具匠心的舞美灯光,地址：北京东城区（原崇文区）工人文化宫幸福大街44号红剧场,http://img1.qunarzz.com/sight/p0/1502/f3/f33ed78aa16e7806.water.jpg_280x200_752132c1.jpg
385,宋庆龄故居,3A景区,0.7,[北京·北京·西城区],6,5.0,"寻访伟人足迹,传承榜样精神",地址：北京市西城区后海北沿西端46号,http://img1.qunarzz.com/sight/p0/1411/1e/d888b60556e0d84741345bc60ff65ddf.water.jpg_280x200_90aedb8b.jpg
386,奥林匹克塔,,0.0,[北京·北京·朝阳区],77,160.0,错落有致的独立塔,地址：北京市朝阳区北五环仰山桥西1200米,http://img1.qunarzz.com/sight/p0/1804/1a/1a48cc20b0d6ed44a3.img.jpg_280x200_b6d454af.jpg
